Serial Number,Class Name,Class ID,file name,Relative file path,Sampling rate(Hz),Audio Duration(sec)
3222,black,1,black3222,black\black3222,44100,1.950498866
3223,black,1,black3223,black\black3223,44100,1.67185941
3224,black,1,black3224,black\black3224,44100,1.486099773
3225,black,1,black3225,black\black3225,44100,1.811179138
3226,black,1,black3226,black\black3226,44100,1.253900227
3227,black,1,black3227,black\black3227,44100,1.439659864
3228,black,1,black3228,black\black3228,44100,1.67185941
3229,black,1,black3229,black\black3229,44100,1.996938776
3230,black,1,black3230,black\black3230,44100,1.996938776
3231,black,1,black3231,black\black3231,44100,1.764739229
3232,black,1,black3232,black\black3232,44100,1.439659864
3233,black,1,black3233,black\black3233,44100,1.439659864
3234,black,1,black3234,black\black3234,44100,1.857619048
3235,black,1,black3235,black\black3235,44100,1.532539683
3236,black,1,black3236,black\black3236,44100,1.904058957
3237,black,1,black3237,black\black3237,44100,1.996938776
3238,black,1,black3238,black\black3238,44100,1.904058957
3239,black,1,black3239,black\black3239,44100,1.532539683
3240,black,1,black3240,black\black3240,44100,1.486099773
3241,black,1,black3241,black\black3241,44100,1.904058957
3242,black,1,black3242,black\black3242,44100,1.857619048
3243,black,1,black3243,black\black3243,44100,1.811179138
3244,black,1,black3244,black\black3244,44100,1.625419501
3245,black,1,black3245,black\black3245,44100,1.904058957
3246,black,1,black3246,black\black3246,44100,1.950498866
3247,black,1,black3247,black\black3247,44100,1.67185941
3248,black,1,black3248,black\black3248,44100,1.486099773
3249,black,1,black3249,black\black3249,44100,1.811179138
3250,black,1,black3250,black\black3250,44100,1.253900227
3251,black,1,black3251,black\black3251,44100,1.439659864
3252,black,1,black3252,black\black3252,44100,1.67185941
3253,black,1,black3253,black\black3253,44100,1.996938776
3254,black,1,black3254,black\black3254,44100,1.996938776
3255,black,1,black3255,black\black3255,44100,1.764739229
3256,black,1,black3256,black\black3256,44100,1.439659864
3257,black,1,black3257,black\black3257,44100,1.439659864
3258,black,1,black3258,black\black3258,44100,1.857619048
3259,black,1,black3259,black\black3259,44100,1.532539683
3260,black,1,black3260,black\black3260,44100,1.904058957
3261,black,1,black3261,black\black3261,44100,1.996938776
3262,black,1,black3262,black\black3262,44100,1.904058957
3263,black,1,black3263,black\black3263,44100,1.532539683
3264,black,1,black3264,black\black3264,44100,1.486099773
3265,black,1,black3265,black\black3265,44100,1.904058957
3266,black,1,black3266,black\black3266,44100,1.857619048
3267,black,1,black3267,black\black3267,44100,1.811179138
3268,black,1,black3268,black\black3268,44100,1.625419501
3269,black,1,black3269,black\black3269,44100,1.904058957
3270,black,1,black3270,black\black3270,44100,1.950498866
3271,black,1,black3271,black\black3271,44100,1.67185941
3272,black,1,black3272,black\black3272,44100,1.486099773
3273,black,1,black3273,black\black3273,44100,1.811179138
3274,black,1,black3274,black\black3274,44100,1.253900227
3275,black,1,black3275,black\black3275,44100,1.439659864
3276,black,1,black3276,black\black3276,44100,1.67185941
3277,black,1,black3277,black\black3277,44100,1.996938776
3278,black,1,black3278,black\black3278,44100,1.996938776
3279,black,1,black3279,black\black3279,44100,1.764739229
3280,black,1,black3280,black\black3280,44100,1.439659864
3281,black,1,black3281,black\black3281,44100,1.439659864
3282,black,1,black3282,black\black3282,44100,1.857619048
3283,black,1,black3283,black\black3283,44100,1.532539683
3284,black,1,black3284,black\black3284,44100,1.904058957
3285,black,1,black3285,black\black3285,44100,1.996938776
3286,black,1,black3286,black\black3286,44100,1.904058957
3287,black,1,black3287,black\black3287,44100,1.532539683
3288,black,1,black3288,black\black3288,44100,1.486099773
3289,black,1,black3289,black\black3289,44100,1.904058957
3290,black,1,black3290,black\black3290,44100,1.857619048
3291,black,1,black3291,black\black3291,44100,1.811179138
3292,black,1,black3292,black\black3292,44100,1.625419501
3293,black,1,black3293,black\black3293,44100,1.904058957
3294,black,1,black3294,black\black3294,44100,1.950498866
3295,black,1,black3295,black\black3295,44100,1.67185941
3296,black,1,black3296,black\black3296,44100,1.486099773
3297,black,1,black3297,black\black3297,44100,1.811179138
3298,black,1,black3298,black\black3298,44100,1.253900227
3299,black,1,black3299,black\black3299,44100,1.439659864
3300,black,1,black3300,black\black3300,44100,1.67185941
3301,black,1,black3301,black\black3301,44100,1.996938776
3302,black,1,black3302,black\black3302,44100,1.996938776
3303,black,1,black3303,black\black3303,44100,1.764739229
3304,black,1,black3304,black\black3304,44100,1.439659864
3305,black,1,black3305,black\black3305,44100,1.439659864
3306,black,1,black3306,black\black3306,44100,1.857619048
3307,black,1,black3307,black\black3307,44100,1.532539683
3308,black,1,black3308,black\black3308,44100,1.904058957
3309,black,1,black3309,black\black3309,44100,1.996938776
3310,black,1,black3310,black\black3310,44100,1.904058957
3311,black,1,black3311,black\black3311,44100,1.532539683
3312,black,1,black3312,black\black3312,44100,1.486099773
3313,black,1,black3313,black\black3313,44100,1.904058957
3314,black,1,black3314,black\black3314,44100,1.857619048
3315,black,1,black3315,black\black3315,44100,1.811179138
3316,black,1,black3316,black\black3316,44100,1.625419501
3317,black,1,black3317,black\black3317,44100,1.904058957
3318,black,1,black3318,black\black3318,44100,1.950498866
3319,black,1,black3319,black\black3319,44100,1.67185941
3320,black,1,black3320,black\black3320,44100,1.486099773
3321,black,1,black3321,black\black3321,44100,1.811179138
3322,black,1,black3322,black\black3322,44100,1.253900227
3323,black,1,black3323,black\black3323,44100,1.439659864
3324,black,1,black3324,black\black3324,44100,1.67185941
3325,black,1,black3325,black\black3325,44100,1.996938776
3326,black,1,black3326,black\black3326,44100,1.996938776
3327,black,1,black3327,black\black3327,44100,1.764739229
3328,black,1,black3328,black\black3328,44100,1.439659864
3329,black,1,black3329,black\black3329,44100,1.439659864
3330,black,1,black3330,black\black3330,44100,1.857619048
3331,black,1,black3331,black\black3331,44100,1.532539683
3332,black,1,black3332,black\black3332,44100,1.904058957
3333,black,1,black3333,black\black3333,44100,1.996938776
3334,black,1,black3334,black\black3334,44100,1.904058957
3335,black,1,black3335,black\black3335,44100,1.532539683
3336,black,1,black3336,black\black3336,44100,1.486099773
3337,black,1,black3337,black\black3337,44100,1.904058957
3338,black,1,black3338,black\black3338,44100,1.857619048
3339,black,1,black3339,black\black3339,44100,1.811179138
3340,black,1,black3340,black\black3340,44100,1.625419501
3341,black,1,black3341,black\black3341,44100,1.904058957
3342,black,1,black3342,black\black3342,44100,1.950498866
3343,black,1,black3343,black\black3343,44100,1.67185941
3344,black,1,black3344,black\black3344,44100,1.486099773
3345,black,1,black3345,black\black3345,44100,1.811179138
3346,black,1,black3346,black\black3346,44100,1.253900227
3347,black,1,black3347,black\black3347,44100,1.439659864
3348,black,1,black3348,black\black3348,44100,1.67185941
3349,black,1,black3349,black\black3349,44100,1.996938776
3350,black,1,black3350,black\black3350,44100,1.996938776
3351,black,1,black3351,black\black3351,44100,1.764739229
3352,black,1,black3352,black\black3352,44100,1.439659864
3353,black,1,black3353,black\black3353,44100,1.439659864
3354,black,1,black3354,black\black3354,44100,1.857619048
3355,black,1,black3355,black\black3355,44100,1.532539683
3356,black,1,black3356,black\black3356,44100,1.904058957
3357,black,1,black3357,black\black3357,44100,1.996938776
3358,black,1,black3358,black\black3358,44100,1.904058957
3359,black,1,black3359,black\black3359,44100,1.532539683
3360,black,1,black3360,black\black3360,44100,1.486099773
3361,black,1,black3361,black\black3361,44100,1.904058957
3362,black,1,black3362,black\black3362,44100,1.857619048
3363,black,1,black3363,black\black3363,44100,1.811179138
3364,black,1,black3364,black\black3364,44100,1.625419501
3365,black,1,black3365,black\black3365,44100,1.904058957
3366,black,1,black3366,black\black3366,44100,1.950498866
3367,black,1,black3367,black\black3367,44100,1.67185941
3368,black,1,black3368,black\black3368,44100,1.486099773
3369,black,1,black3369,black\black3369,44100,1.811179138
3370,black,1,black3370,black\black3370,44100,1.253900227
3371,black,1,black3371,black\black3371,44100,1.439659864
3372,black,1,black3372,black\black3372,44100,1.67185941
3373,black,1,black3373,black\black3373,44100,1.996938776
3374,black,1,black3374,black\black3374,44100,1.996938776
3375,black,1,black3375,black\black3375,44100,1.764739229
3376,black,1,black3376,black\black3376,44100,1.439659864
3377,black,1,black3377,black\black3377,44100,1.439659864
3378,black,1,black3378,black\black3378,44100,1.857619048
3379,black,1,black3379,black\black3379,44100,1.532539683
3380,black,1,black3380,black\black3380,44100,1.904058957
3381,black,1,black3381,black\black3381,44100,1.996938776
3382,black,1,black3382,black\black3382,44100,1.904058957
3383,black,1,black3383,black\black3383,44100,1.532539683
3384,black,1,black3384,black\black3384,44100,1.486099773
3385,black,1,black3385,black\black3385,44100,1.904058957
3386,black,1,black3386,black\black3386,44100,1.857619048
3387,black,1,black3387,black\black3387,44100,1.811179138
3388,black,1,black3388,black\black3388,44100,1.625419501
3389,black,1,black3389,black\black3389,44100,1.904058957
3390,black,1,black3390,black\black3390,44100,1.950498866
3391,black,1,black3391,black\black3391,44100,1.67185941
3392,black,1,black3392,black\black3392,44100,1.486099773
3393,black,1,black3393,black\black3393,44100,1.811179138
3394,black,1,black3394,black\black3394,44100,1.253900227
3395,black,1,black3395,black\black3395,44100,1.439659864
3396,black,1,black3396,black\black3396,44100,1.67185941
3397,black,1,black3397,black\black3397,44100,1.996938776
3398,black,1,black3398,black\black3398,44100,1.996938776
3399,black,1,black3399,black\black3399,44100,1.764739229
3400,black,1,black3400,black\black3400,44100,1.439659864
3401,black,1,black3401,black\black3401,44100,1.439659864
3402,black,1,black3402,black\black3402,44100,1.857619048
3403,black,1,black3403,black\black3403,44100,1.532539683
3404,black,1,black3404,black\black3404,44100,1.904058957
3405,black,1,black3405,black\black3405,44100,1.996938776
3406,black,1,black3406,black\black3406,44100,1.904058957
3407,black,1,black3407,black\black3407,44100,1.532539683
3408,black,1,black3408,black\black3408,44100,1.486099773
3409,black,1,black3409,black\black3409,44100,1.904058957
3410,black,1,black3410,black\black3410,44100,1.857619048
3411,black,1,black3411,black\black3411,44100,1.811179138
3412,black,1,black3412,black\black3412,44100,1.625419501
3413,black,1,black3413,black\black3413,44100,1.904058957
3414,black,1,black3414,black\black3414,44100,1.950498866
3415,black,1,black3415,black\black3415,44100,1.67185941
3416,black,1,black3416,black\black3416,44100,1.486099773
3417,black,1,black3417,black\black3417,44100,1.811179138
3418,black,1,black3418,black\black3418,44100,1.253900227
3419,black,1,black3419,black\black3419,44100,1.439659864
3420,black,1,black3420,black\black3420,44100,1.67185941
3421,black,1,black3421,black\black3421,44100,1.996938776
3422,black,1,black3422,black\black3422,44100,1.996938776
3423,black,1,black3423,black\black3423,44100,1.764739229
3424,black,1,black3424,black\black3424,44100,1.439659864
3425,black,1,black3425,black\black3425,44100,1.439659864
3426,black,1,black3426,black\black3426,44100,1.857619048
3427,black,1,black3427,black\black3427,44100,1.532539683
3428,black,1,black3428,black\black3428,44100,1.904058957
3429,black,1,black3429,black\black3429,44100,1.996938776
3430,black,1,black3430,black\black3430,44100,1.904058957
3431,black,1,black3431,black\black3431,44100,1.532539683
3432,black,1,black3432,black\black3432,44100,1.486099773
3433,black,1,black3433,black\black3433,44100,1.904058957
3434,black,1,black3434,black\black3434,44100,1.857619048
3435,black,1,black3435,black\black3435,44100,1.811179138
3436,black,1,black3436,black\black3436,44100,1.625419501
3437,black,1,black3437,black\black3437,44100,1.904058957
3438,black,1,black3438,black\black3438,44100,1.950498866
3439,black,1,black3439,black\black3439,44100,1.67185941
3440,black,1,black3440,black\black3440,44100,1.486099773
3441,black,1,black3441,black\black3441,44100,1.811179138
3442,black,1,black3442,black\black3442,44100,1.253900227
3443,black,1,black3443,black\black3443,44100,1.439659864
3444,black,1,black3444,black\black3444,44100,1.67185941
3445,black,1,black3445,black\black3445,44100,1.996938776
3446,black,1,black3446,black\black3446,44100,1.996938776
3447,black,1,black3447,black\black3447,44100,1.764739229
3448,black,1,black3448,black\black3448,44100,1.439659864
3449,black,1,black3449,black\black3449,44100,1.439659864
3450,black,1,black3450,black\black3450,44100,1.857619048
3451,black,1,black3451,black\black3451,44100,1.532539683
3452,black,1,black3452,black\black3452,44100,1.904058957
3453,black,1,black3453,black\black3453,44100,1.996938776
3454,black,1,black3454,black\black3454,44100,1.904058957
3455,black,1,black3455,black\black3455,44100,1.532539683
3456,black,1,black3456,black\black3456,44100,1.486099773
3457,black,1,black3457,black\black3457,44100,1.904058957
3458,black,1,black3458,black\black3458,44100,1.857619048
3459,black,1,black3459,black\black3459,44100,1.811179138
3460,black,1,black3460,black\black3460,44100,1.625419501
3461,black,1,black3461,black\black3461,44100,1.904058957
3462,black,1,black3462,black\black3462,44100,1.950498866
3463,black,1,black3463,black\black3463,44100,1.67185941
3464,black,1,black3464,black\black3464,44100,1.486099773
3465,black,1,black3465,black\black3465,44100,1.811179138
3466,black,1,black3466,black\black3466,44100,1.253900227
3467,black,1,black3467,black\black3467,44100,1.439659864
3468,black,1,black3468,black\black3468,44100,1.67185941
3469,black,1,black3469,black\black3469,44100,1.996938776
3470,black,1,black3470,black\black3470,44100,1.996938776
3471,black,1,black3471,black\black3471,44100,1.764739229
3472,black,1,black3472,black\black3472,44100,1.439659864
3473,black,1,black3473,black\black3473,44100,1.439659864
3474,black,1,black3474,black\black3474,44100,1.857619048
3475,black,1,black3475,black\black3475,44100,1.532539683
3476,black,1,black3476,black\black3476,44100,1.904058957
3477,black,1,black3477,black\black3477,44100,1.996938776
3478,black,1,black3478,black\black3478,44100,1.904058957
3479,black,1,black3479,black\black3479,44100,1.532539683
3480,black,1,black3480,black\black3480,44100,1.486099773
3481,black,1,black3481,black\black3481,44100,1.904058957
3482,black,1,black3482,black\black3482,44100,1.857619048
3483,black,1,black3483,black\black3483,44100,1.811179138
3484,black,1,black3484,black\black3484,44100,1.625419501
3485,black,1,black3485,black\black3485,44100,1.904058957
3486,black,1,black3486,black\black3486,44100,1.950498866
3487,black,1,black3487,black\black3487,44100,1.67185941
3488,black,1,black3488,black\black3488,44100,1.486099773
3489,black,1,black3489,black\black3489,44100,1.811179138
3490,black,1,black3490,black\black3490,44100,1.253900227
3491,black,1,black3491,black\black3491,44100,1.439659864
3492,black,1,black3492,black\black3492,44100,1.67185941
3493,black,1,black3493,black\black3493,44100,1.996938776
3494,black,1,black3494,black\black3494,44100,1.996938776
3495,black,1,black3495,black\black3495,44100,1.764739229
3496,black,1,black3496,black\black3496,44100,1.439659864
3497,black,1,black3497,black\black3497,44100,1.439659864
3498,black,1,black3498,black\black3498,44100,1.857619048
3499,black,1,black3499,black\black3499,44100,1.532539683
3500,black,1,black3500,black\black3500,44100,1.904058957
3501,black,1,black3501,black\black3501,44100,1.996938776
3502,black,1,black3502,black\black3502,44100,1.904058957
3503,black,1,black3503,black\black3503,44100,1.532539683
3504,black,1,black3504,black\black3504,44100,1.486099773
3505,black,1,black3505,black\black3505,44100,1.904058957
3506,black,1,black3506,black\black3506,44100,1.857619048
3507,black,1,black3507,black\black3507,44100,1.811179138
3508,black,1,black3508,black\black3508,44100,1.625419501
3509,black,1,black3509,black\black3509,44100,1.904058957
3510,black,1,black3510,black\black3510,44100,1.950498866
3511,black,1,black3511,black\black3511,44100,1.67185941
3512,black,1,black3512,black\black3512,44100,1.486099773
3513,black,1,black3513,black\black3513,44100,1.811179138
3514,black,1,black3514,black\black3514,44100,1.253900227
3515,black,1,black3515,black\black3515,44100,1.439659864
3516,black,1,black3516,black\black3516,44100,1.67185941
3517,black,1,black3517,black\black3517,44100,1.996938776
3518,black,1,black3518,black\black3518,44100,1.996938776
3519,black,1,black3519,black\black3519,44100,1.764739229
3520,black,1,black3520,black\black3520,44100,1.439659864
3521,black,1,black3521,black\black3521,44100,1.439659864
3522,black,1,black3522,black\black3522,44100,1.857619048
3523,black,1,black3523,black\black3523,44100,1.532539683
3524,black,1,black3524,black\black3524,44100,1.904058957
3525,black,1,black3525,black\black3525,44100,1.996938776
3526,black,1,black3526,black\black3526,44100,1.904058957
3527,black,1,black3527,black\black3527,44100,1.532539683
3528,black,1,black3528,black\black3528,44100,1.486099773
3529,black,1,black3529,black\black3529,44100,1.904058957
3530,black,1,black3530,black\black3530,44100,1.857619048
3531,black,1,black3531,black\black3531,44100,1.811179138
3532,black,1,black3532,black\black3532,44100,1.625419501
3533,black,1,black3533,black\black3533,44100,1.904058957
3534,black,1,black3534,black\black3534,44100,1.950498866
3535,black,1,black3535,black\black3535,44100,1.67185941
3536,black,1,black3536,black\black3536,44100,1.486099773
3537,black,1,black3537,black\black3537,44100,1.811179138
3538,black,1,black3538,black\black3538,44100,1.253900227
3539,black,1,black3539,black\black3539,44100,1.439659864
3540,black,1,black3540,black\black3540,44100,1.67185941
3541,black,1,black3541,black\black3541,44100,1.996938776
3542,black,1,black3542,black\black3542,44100,1.996938776
3543,black,1,black3543,black\black3543,44100,1.764739229
3544,black,1,black3544,black\black3544,44100,1.439659864
3545,black,1,black3545,black\black3545,44100,1.439659864
3546,black,1,black3546,black\black3546,44100,1.857619048
3547,black,1,black3547,black\black3547,44100,1.532539683
3548,black,1,black3548,black\black3548,44100,1.904058957
3549,black,1,black3549,black\black3549,44100,1.996938776
3550,black,1,black3550,black\black3550,44100,1.904058957
3551,black,1,black3551,black\black3551,44100,1.532539683
3552,black,1,black3552,black\black3552,44100,1.486099773
3553,black,1,black3553,black\black3553,44100,1.904058957
3554,black,1,black3554,black\black3554,44100,1.857619048
3555,black,1,black3555,black\black3555,44100,1.811179138
3556,black,1,black3556,black\black3556,44100,1.625419501
3557,black,1,black3557,black\black3557,44100,1.904058957
3558,black,1,black3558,black\black3558,44100,1.950498866
3559,black,1,black3559,black\black3559,44100,1.67185941
3560,black,1,black3560,black\black3560,44100,1.486099773
3561,black,1,black3561,black\black3561,44100,1.811179138
3562,black,1,black3562,black\black3562,44100,1.253900227
3563,black,1,black3563,black\black3563,44100,1.439659864
3564,black,1,black3564,black\black3564,44100,1.67185941
3565,black,1,black3565,black\black3565,44100,1.996938776
3566,black,1,black3566,black\black3566,44100,1.996938776
3567,black,1,black3567,black\black3567,44100,1.764739229
3568,black,1,black3568,black\black3568,44100,1.439659864
3569,black,1,black3569,black\black3569,44100,1.439659864
3570,black,1,black3570,black\black3570,44100,1.857619048
3571,black,1,black3571,black\black3571,44100,1.532539683
3572,black,1,black3572,black\black3572,44100,1.904058957
3573,black,1,black3573,black\black3573,44100,1.996938776
3574,black,1,black3574,black\black3574,44100,1.904058957
3575,black,1,black3575,black\black3575,44100,1.532539683
3576,black,1,black3576,black\black3576,44100,1.486099773
3577,black,1,black3577,black\black3577,44100,1.904058957
3578,black,1,black3578,black\black3578,44100,1.857619048
3579,black,1,black3579,black\black3579,44100,1.811179138
3580,black,1,black3580,black\black3580,44100,1.625419501
3581,black,1,black3581,black\black3581,44100,1.904058957
3582,black,1,black3582,black\black3582,44100,1.950498866
3583,black,1,black3583,black\black3583,44100,1.67185941
3584,black,1,black3584,black\black3584,44100,1.486099773
3585,black,1,black3585,black\black3585,44100,1.811179138
3586,black,1,black3586,black\black3586,44100,1.253900227
3587,black,1,black3587,black\black3587,44100,1.439659864
3588,black,1,black3588,black\black3588,44100,1.67185941
3589,black,1,black3589,black\black3589,44100,1.996938776
3590,black,1,black3590,black\black3590,44100,1.996938776
3591,black,1,black3591,black\black3591,44100,1.764739229
3592,black,1,black3592,black\black3592,44100,1.439659864
3593,black,1,black3593,black\black3593,44100,1.439659864
3594,black,1,black3594,black\black3594,44100,1.857619048
3595,black,1,black3595,black\black3595,44100,1.532539683
3596,black,1,black3596,black\black3596,44100,1.904058957
3597,black,1,black3597,black\black3597,44100,1.996938776
3598,black,1,black3598,black\black3598,44100,1.904058957
3599,black,1,black3599,black\black3599,44100,1.532539683
3600,black,1,black3600,black\black3600,44100,1.486099773
3601,black,1,black3601,black\black3601,44100,1.904058957
3602,black,1,black3602,black\black3602,44100,1.393219955
3603,black,1,black3603,black\black3603,44100,1.904058957
3604,black,1,black3604,black\black3604,44100,1.393219955
3605,black,1,black3605,black\black3605,44100,1.857619048
3606,black,1,black3606,black\black3606,44100,1.764739229
3607,black,1,black3607,black\black3607,44100,2.554217687
3608,black,1,black3608,black\black3608,44100,1.67185941
3609,black,1,black3609,black\black3609,44100,1.71829932
3610,black,1,black3610,black\black3610,44100,1.253900227
3611,black,1,black3611,black\black3611,44100,1.625419501
3612,black,1,black3612,black\black3612,44100,2.043378685
3613,black,1,black3613,black\black3613,44100,1.67185941
3614,black,1,black3614,black\black3614,44100,1.811179138
3615,black,1,black3615,black\black3615,44100,1.578979592
3616,black,1,black3616,black\black3616,44100,1.764739229
3617,black,1,black3617,black\black3617,44100,1.811179138
3618,black,1,black3618,black\black3618,44100,0.835941043
3619,black,1,black3619,black\black3619,44100,1.811179138
3620,black,1,black3620,black\black3620,44100,1.578979592
3621,black,1,black3621,black\black3621,44100,1.764739229
3622,black,1,black3622,black\black3622,44100,1.764739229
3623,black,1,black3623,black\black3623,44100,1.996938776
3624,black,1,black3624,black\black3624,44100,1.346780045
3625,black,1,black3625,black\black3625,44100,1.393219955
3626,black,1,black3626,black\black3626,44100,1.439659864
3627,black,1,black3627,black\black3627,44100,1.578979592
3628,black,1,black3628,black\black3628,44100,1.857619048
3629,black,1,black3629,black\black3629,44100,1.764739229
3630,black,1,black3630,black\black3630,44100,1.857619048
3631,black,1,black3631,black\black3631,44100,1.904058957
3632,black,1,black3632,black\black3632,44100,1.393219955
3633,black,1,black3633,black\black3633,44100,1.904058957
3634,black,1,black3634,black\black3634,44100,1.393219955
3635,black,1,black3635,black\black3635,44100,1.857619048
3636,black,1,black3636,black\black3636,44100,1.764739229
3637,black,1,black3637,black\black3637,44100,2.554217687
3638,black,1,black3638,black\black3638,44100,1.67185941
3639,black,1,black3639,black\black3639,44100,1.71829932
3640,black,1,black3640,black\black3640,44100,1.253900227
3641,black,1,black3641,black\black3641,44100,1.625419501
3642,black,1,black3642,black\black3642,44100,2.043378685
3643,black,1,black3643,black\black3643,44100,1.67185941
3644,black,1,black3644,black\black3644,44100,1.811179138
3645,black,1,black3645,black\black3645,44100,1.578979592
3646,black,1,black3646,black\black3646,44100,1.764739229
3647,black,1,black3647,black\black3647,44100,1.811179138
3648,black,1,black3648,black\black3648,44100,0.835941043
3649,black,1,black3649,black\black3649,44100,1.811179138
3650,black,1,black3650,black\black3650,44100,1.578979592
3651,black,1,black3651,black\black3651,44100,1.764739229
3652,black,1,black3652,black\black3652,44100,1.764739229
3653,black,1,black3653,black\black3653,44100,1.996938776
3654,black,1,black3654,black\black3654,44100,1.346780045
3655,black,1,black3655,black\black3655,44100,1.393219955
3656,black,1,black3656,black\black3656,44100,1.439659864
3657,black,1,black3657,black\black3657,44100,1.578979592
3658,black,1,black3658,black\black3658,44100,1.857619048
3659,black,1,black3659,black\black3659,44100,1.764739229
3660,black,1,black3660,black\black3660,44100,1.857619048
3661,black,1,black3661,black\black3661,44100,1.904058957
3662,black,1,black3662,black\black3662,44100,1.393219955
3663,black,1,black3663,black\black3663,44100,1.904058957
3664,black,1,black3664,black\black3664,44100,1.393219955
3665,black,1,black3665,black\black3665,44100,1.857619048
3666,black,1,black3666,black\black3666,44100,1.764739229
3667,black,1,black3667,black\black3667,44100,2.554217687
3668,black,1,black3668,black\black3668,44100,1.67185941
3669,black,1,black3669,black\black3669,44100,1.71829932
3670,black,1,black3670,black\black3670,44100,1.253900227
3671,black,1,black3671,black\black3671,44100,1.625419501
3672,black,1,black3672,black\black3672,44100,2.043378685
3673,black,1,black3673,black\black3673,44100,1.67185941
3674,black,1,black3674,black\black3674,44100,1.811179138
3675,black,1,black3675,black\black3675,44100,1.578979592
3676,black,1,black3676,black\black3676,44100,1.764739229
3677,black,1,black3677,black\black3677,44100,1.811179138
3678,black,1,black3678,black\black3678,44100,0.835941043
3679,black,1,black3679,black\black3679,44100,1.811179138
3680,black,1,black3680,black\black3680,44100,1.578979592
3681,black,1,black3681,black\black3681,44100,1.764739229
3682,black,1,black3682,black\black3682,44100,1.764739229
3683,black,1,black3683,black\black3683,44100,1.996938776
3684,black,1,black3684,black\black3684,44100,1.346780045
3685,black,1,black3685,black\black3685,44100,1.393219955
3686,black,1,black3686,black\black3686,44100,1.439659864
3687,black,1,black3687,black\black3687,44100,1.578979592
3688,black,1,black3688,black\black3688,44100,1.857619048
3689,black,1,black3689,black\black3689,44100,1.764739229
3690,black,1,black3690,black\black3690,44100,1.857619048
3691,black,1,black3691,black\black3691,44100,1.904058957
3692,black,1,black3692,black\black3692,44100,1.393219955
3693,black,1,black3693,black\black3693,44100,1.904058957
3694,black,1,black3694,black\black3694,44100,1.393219955
3695,black,1,black3695,black\black3695,44100,1.857619048
3696,black,1,black3696,black\black3696,44100,1.764739229
3697,black,1,black3697,black\black3697,44100,2.554217687
3698,black,1,black3698,black\black3698,44100,1.67185941
3699,black,1,black3699,black\black3699,44100,1.71829932
3700,black,1,black3700,black\black3700,44100,1.253900227
3701,black,1,black3701,black\black3701,44100,1.625419501
3702,black,1,black3702,black\black3702,44100,2.043378685
3703,black,1,black3703,black\black3703,44100,1.67185941
3704,black,1,black3704,black\black3704,44100,1.811179138
3705,black,1,black3705,black\black3705,44100,1.578979592
3706,black,1,black3706,black\black3706,44100,1.764739229
3707,black,1,black3707,black\black3707,44100,1.811179138
3708,black,1,black3708,black\black3708,44100,0.835941043
3709,black,1,black3709,black\black3709,44100,1.811179138
3710,black,1,black3710,black\black3710,44100,1.578979592
3711,black,1,black3711,black\black3711,44100,1.764739229
3712,black,1,black3712,black\black3712,44100,1.764739229
3713,black,1,black3713,black\black3713,44100,1.996938776
3714,black,1,black3714,black\black3714,44100,1.346780045
3715,black,1,black3715,black\black3715,44100,1.393219955
3716,black,1,black3716,black\black3716,44100,1.439659864
3717,black,1,black3717,black\black3717,44100,1.578979592
3718,black,1,black3718,black\black3718,44100,1.857619048
3719,black,1,black3719,black\black3719,44100,1.764739229
3720,black,1,black3720,black\black3720,44100,1.857619048
3721,black,1,black3721,black\black3721,44100,1.904058957
3722,black,1,black3722,black\black3722,44100,1.393219955
3723,black,1,black3723,black\black3723,44100,1.904058957
3724,black,1,black3724,black\black3724,44100,1.393219955
3725,black,1,black3725,black\black3725,44100,1.857619048
3726,black,1,black3726,black\black3726,44100,1.764739229
3727,black,1,black3727,black\black3727,44100,2.554217687
3728,black,1,black3728,black\black3728,44100,1.67185941
3729,black,1,black3729,black\black3729,44100,1.71829932
3730,black,1,black3730,black\black3730,44100,1.253900227
3731,black,1,black3731,black\black3731,44100,1.625419501
3732,black,1,black3732,black\black3732,44100,2.043378685
3733,black,1,black3733,black\black3733,44100,1.67185941
3734,black,1,black3734,black\black3734,44100,1.811179138
3735,black,1,black3735,black\black3735,44100,1.578979592
3736,black,1,black3736,black\black3736,44100,1.764739229
3737,black,1,black3737,black\black3737,44100,1.811179138
3738,black,1,black3738,black\black3738,44100,0.835941043
3739,black,1,black3739,black\black3739,44100,1.811179138
3740,black,1,black3740,black\black3740,44100,1.578979592
3741,black,1,black3741,black\black3741,44100,1.764739229
3742,black,1,black3742,black\black3742,44100,1.764739229
3743,black,1,black3743,black\black3743,44100,1.996938776
3744,black,1,black3744,black\black3744,44100,1.346780045
3745,black,1,black3745,black\black3745,44100,1.393219955
3746,black,1,black3746,black\black3746,44100,1.439659864
3747,black,1,black3747,black\black3747,44100,1.578979592
3748,black,1,black3748,black\black3748,44100,1.857619048
3749,black,1,black3749,black\black3749,44100,1.764739229
3750,black,1,black3750,black\black3750,44100,1.857619048
3751,black,1,black3751,black\black3751,44100,1.904058957
3752,black,1,black3752,black\black3752,44100,1.393219955
3753,black,1,black3753,black\black3753,44100,1.904058957
3754,black,1,black3754,black\black3754,44100,1.393219955
3755,black,1,black3755,black\black3755,44100,1.857619048
3756,black,1,black3756,black\black3756,44100,1.764739229
3757,black,1,black3757,black\black3757,44100,2.554217687
